Functional Size,Adjusted Function Points,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,Normalised Work Effort Level 1,Value Adjustment Factor,Defect Density
41,48,408,367,9,10,7.6,8.2,1,147,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,367,1.16,0
39,39,823,823,21.1,21.1,21.1,6.5,2,14,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,823,1,153.8
160,160,1136,1136,7.1,7.1,7.1,10.42982107,7.2,1136,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1136,1.021941545,37.5
9,9,2947,2947,327.4,327.4,327.4,10.42982107,7,226,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2947,1,1111.1
777,855,27091,27091,8.7,34.9,31.7,1.7,12,6726,4,38,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,6726,1.1,0
2521,2824,57156,57156,22.7,22.7,20.2,10.42982107,12,57156,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,57156,1.12,0
158,150,1177,1177,6,7.4,7.8,10.42982107,7,942,4,9.761262136,66,158,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,942,0.95,31.6
1018,1018,60826,60826,59.8,59.8,59.8,10.42982107,20,60826,1,9.761262136,381,1018,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,60826,1,15.7
34,39,1875,1706,55.1,55.1,43.7,0.5,12,0,1,6,12,34,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1875,1.16,147.1
119,96,4530,1223,26.9,38.1,12.7,10.42982107,8,0,2,9.761262136,13,119,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3197,0.81,25.2
34,34,1491,954,28.1,43.9,28.1,10.42982107,2,954,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,954,1.021941545,0
208,208,3482,3482,16.7,16.7,16.7,3.3,8,3482,1,8,107,205,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3482,1.021941545,24
751,751,3114,3114,4.1,4.1,4.1,0.9,84,241,1,10,0,751,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,3114,1,36
119,126,2956,2660,22.4,24.8,21.1,2.4,10,2580,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2660,1.06,8.4
367,356,9309,7168,2,25.4,20.1,3.7,5,740,4,20,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,740,0.97,0
48,58,1137,1057,23.7,23.7,18.2,10.42982107,5,0,1,9.761262136,26,44,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1137,1.2,0
3088,3088,4266,4266,1.4,1.4,1.4,10.42982107,8,4266,1,9.761262136,1061,544,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,4266,1.021941545,2.9
100,82,440,440,4.4,4.4,5.4,33.3,3,440,1,1,25,100,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,440,0.82,30
1387,1387,11705,7491,5.4,8.4,5.4,10.42982107,12,7491,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,7491,1.021941545,33.9
44,44,317,317,7.2,7.2,7.2,10.42982107,1.3,317,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,317,1.021941545,22.7
272,326,3347,3347,12.3,12.3,10.3,10.42982107,13,0,1,9.761262136,172,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,3347,1.2,3.7
492,492,13912,13912,28.3,28.3,28.3,5.8,12.2,13912,1,7,166.04545,492,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,13912,1.021941545,6.1
57,68,1810,1810,31.8,31.8,26.6,10.42982107,7,0,1,9.761262136,40,14,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1810,1.2,87.7
805,826,11045,11045,13.7,13.7,13.4,8.8,13,11045,1,7,292,396,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,11045,1.03,22.4
235,235,5548,5548,23.6,23.6,23.6,1.5,16,5548,1,10,116,111,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5548,1,59.6
78,78,484,484,6.2,6.2,6.2,10.42982107,3,484,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,484,1.021941545,12.8
255,265,14040,14040,55.1,55.1,53,1,13,5383,1,20,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,14040,1.04,0
72,58,423,381,5.3,5.9,6.6,12,2,278,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,381,0.81,0
610,610,5329,5329,8.7,8.7,8.7,4.8,16,5329,1,8,116,610,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,5329,1.021941545,24.6
381,339,1723,1723,15.99293785,4.5,5.1,10.42982107,8.957260274,2853.309172,4,9.761262136,120,176,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,5316.463277,0.89,2.6
430,430,2891,2891,6.7,6.7,6.7,7.8,11,2891,1,5,181,430,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2891,1.021941545,0
827,827,1593,1593,1.9,1.9,1.9,20.7,8,1593,1,5,405,60,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1593,1,3.6
41,49,658,658,16,16,13.4,10.42982107,6,0,1,9.761262136,12,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,658,1.2,0
494,494,8706,8706,17.6,17.6,17.6,1.7,21,8706,1,14,134,494,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,8706,1.021941545,0
79,79,408,408,4.9,5.2,5.2,10.42982107,3,0,4,9.761262136,79,79,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,388,1.021941545,75.9
264,264,2580,2580,6.4,9.8,9.8,9.7,3.4,2853.309172,4,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1698,1.021941545,0
103,103,319,319,3.1,3.1,3.1,10.42982107,1.8,319,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,319,1.021941545,29.1
125,130,770,770,6.2,6.2,5.9,10.42982107,6,770,1,9.761262136,60,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,770,1.04,24
194,194,4080,4080,21,21,21,4,12,0,1,4,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,4080,1.021941545,20.6
88,71,2570,2570,29.2,29.2,36.2,1.6,7,416,1,8,0,88,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2570,0.81,56.8
678,678,46787,46787,68.5,69,69,3.1,14.5,0,4,15,678,678,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,46461,1.021941545,14.7
166,186,1550,1550,9.3,9.3,8.3,10.42982107,6,1550,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1550,1.12,0
17,17,762,762,44.8,44.8,44.8,0.5,11,0,1,3,12,17,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,762,1.021941545,0
264,282,1658,1658,15.99293785,6.3,5.9,10.42982107,4,2853.309172,4,9.761262136,0,264,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5316.463277,1.07,310.6
2046,2087,22500,22500,8.4,11,10.8,8.7,9,17200,4,26,862,2046,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,17200,1.02,73.8
901,901,19070,19070,21.2,21.2,21.2,3.8,20,320,1,12,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,19070,1,316.3
253,253,6924,6232,24.6,27.4,24.6,4.5,8,4890,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,6232,1,11.9
53,49,703,652,9.7,13.3,13.3,6.6,4,0,2,2,48,53,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,512,0.92,0
626,814,6685,6685,10.7,10.7,8.2,10.42982107,12,6685,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,6685,1.3,0
192,192,1640,1338,8.3,8.5,7,10.42982107,8.957260274,2853.309172,4,6,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1589,1.021941545,0
418,439,3630,3630,8.7,8.7,8.3,10.42982107,7,3630,1,9.761262136,82,105,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3630,1.04,2.4
49,45,316,284,5.8,6.4,6.3,3.5,7,172,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,284,0.92,20.4
33,33,366,366,11.1,11.1,11.1,10.42982107,2.1,366,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,366,1.021941545,30.3
401,401,3558,3558,8.9,8.9,8.9,5.6,9,3558,1,8,211,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3558,1,39.9
214,214,1823,1167,5.5,8.5,5.5,10.42982107,3,1167,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1167,1.021941545,0
347,347,1028,1028,2.9,3,3,10.42982107,1.7,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,994,1.021941545,0
146,146,2982,2982,20.4,20.4,20.4,2.9,10,2982,1,5,74,43,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2982,1,47.9
4943,5684,23349,21014,4.7,4.7,3.7,16.7,37,0,1,8,2221,4943,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,23349,1.15,2.2
883,883,10004,10004,11.3,11.3,11.3,9.7,13,10004,1,7,452,848,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,10004,1,4.5
44,44,934,934,21.2,21.2,21.2,1.8,6,934,1,4,21,32,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,934,1,68.2
579,579,21700,21700,37.5,37.5,37.5,1,24,21700,1,25,166.04545,146,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,21700,1.021941545,34.5
508,508,2377,2211,4.7,4.7,4.4,6,14,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2377,1,0
67,67,333,213,3.2,5,3.2,10.42982107,1,213,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,213,1.021941545,0
316,351,5581,5023,15.9,17.7,14.3,3,13,3445,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5023,1.11,3.2
15,15,66,66,4.4,4.4,4.4,10.42982107,0.7,66,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,66,1.021941545,0
143,143,210,210,1.5,1.5,1.5,71.5,2,210,4,1,143,143,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,210,1.021941545,7
175,210,1782,499,10.2,10.2,2.4,10.42982107,7,0,1,9.761262136,124,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1782,1.2,5.7
299,245,870,470,1.6,2.9,1.9,10.42982107,13,470,1,9.761262136,88,299,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,470,0.82,36.8
915,915,1392,1295,1.5,1.5,1.4,57.2,4,0,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1392,1,7.7
73,73,1866,1194,25.6,25.6,16.4,10.42982107,1.5,1194,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1866,1.021941545,0
472,472,2783,2783,5.9,5.9,5.9,6.6,18,2783,1,4,82,472,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2783,1.021941545,2.1
3962,4913,150040,150040,26.9,37.9,30.5,2.1,78,106480,4,24,1167,3962,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,106480,1.24,0
53,64,927,686,17.5,17.5,10.7,10.42982107,3,0,1,9.761262136,22,53,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,927,1.2,0
57,63,692,623,10.9,12.1,9.9,13.6,1,513,1,4.2,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,623,1.1,0
42,45,719,647,15.4,17.1,14.4,2.3,6,622,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,647,1.07,47.6
196,127,780,632,4,4,5,10.42982107,8.957260274,0,1,9.761262136,92,196,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,780,0.87,10.2
212,212,2337,2337,11,11,11,4.8,11,2337,1,4,6,205,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2337,1,14.2
473,464,1304,1304,15.99293785,2.8,2.8,10.42982107,5,2853.309172,4,9.761262136,172,473,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5316.463277,0.98,40.2
449,364,2670,2670,15.99293785,5.9,7.3,10.42982107,10,2853.309172,4,9.761262136,97,449,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,5316.463277,0.81,8.9
169,204,1640,1476,8.7,9.7,7.2,7,4,1300,1,6,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1476,1.21,5.9
249,249,4551,4551,18.3,18.3,18.3,2.1,9,4551,1,13,126,58,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,4551,1.021941545,60.2
453,448,4568,4248,10.1,10.1,9.5,18.9,8,0,1,3,62,453,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4568,0.99,15.5
279,279,4628,4628,16.6,16.6,16.6,2.2,14,4628,1,9,36,279,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,4628,1,10.8
344,344,5963,5963,17.3,17.3,17.3,6.1,7,5963,1,8,78,104,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,5963,1.021941545,14.5
1401,1523,61891,61891,16.8,44.2,40.6,4.5,28,0,4,11,643,1025,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,23491,1.09,43.5
42,42,8286,8286,197.3,197.3,197.3,0.9,12,0,1,4,166.04545,42,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,8286,1.021941545,0
245,245,1149,1149,4.7,4.7,4.7,7,7,1149,1,5,59,37,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1149,1.021941545,16.3
693,693,12510,12510,18.1,18.1,18.1,3.9,20,200,1,9,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,12510,1,411.3
57,57,600,600,10.5,10.5,10.5,9.5,2,600,1,3,166.04545,28,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,600,1.021941545,0
88,88,2639,1214,30,30,13.8,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2639,1.021941545,181.8
109,109,1090,1090,10,10,10,4.5,6,1090,1,4,20,52,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1090,1,27.5
329,329,5760,5760,17.5,17.5,17.5,4.1,9,5760,1,9,78,150,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,5760,1,24.3
169,169,778,778,4.6,4.6,4.6,11.3,5,778,1,3,58,51,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,778,1,5.9
1317,1475,13353,13353,10.1,10.1,9.1,10.42982107,12,13353,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,13353,1.12,0
202,175,660,660,15.99293785,3.3,3.8,10.1,4,2853.309172,2,5,17.4,202.04,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,5316.463277,0.87,5
475,442,759,683,1.6,1.6,1.5,47.5,5,0,1,2,225,82,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,759,0.93,2.1
178,178,2865,2664,16.1,16.1,15,5.1,7,0,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2865,1,5.6
1075,1075,34023,34023,31.6,31.6,31.6,10.42982107,23,0,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,34023,1.021941545,0.9
16148,16148,59262,59262,3.7,3.7,3.7,18.6,17,19894,1,51,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,59262,1,1.4
268,268,2933,2933,15.99293785,10.9,10.9,10.42982107,9,2853.309172,2,9.761262136,76,248,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,5316.463277,1.021941545,3.7
18,16,465,465,20,25.8,29.1,1.1,8,360,4,2,3.48,18.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,360,0.89,388.9
29,32,263,237,8.2,9.1,7.4,6.9,1,186,1,4.2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,237,1.1,0
114,114,6710,6710,58.9,58.9,58.9,1.2,12,6710,1,8,166.04545,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,6710,1.021941545,0
72,72,486,486,6.8,6.8,6.8,10.42982107,7,0,1,9.761262136,23,55,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,486,1,0
273,281,5174,4243,15.5,19,15.1,10.42982107,8.957260274,0,1,3,97,49,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,4243,1.03,0
88,88,440,440,5,5,5,10.42982107,2.8,440,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,440,1.021941545,22.7
177,175,1946,1946,11,11,11.1,4.2,6,179,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1946,0.99,0
1689,1689,16896,16896,9.8,10,10,4.8,10.7,2853.309172,4,33,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,16528,1.021941545,0
111,111,4907,4907,44.2,44.2,44.2,10.42982107,9.6,4907,1,9.761262136,24,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,4907,1,0
500,500,21700,21700,43.4,43.4,43.4,0.8,24,21700,1,25,202,103,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,21700,1,40
31,31,370,237,11.9,11.9,7.6,5.2,6,0,1,1,10,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,370,1,0
212,212,2966,2966,14,14,14,1.9,11,2966,1,10,110,22,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2966,1,28.3
331,331,3806,3806,11.5,11.5,11.5,5.3,7,3806,1,9,155,301,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3806,1,0
339,397,8650,8650,25.5,25.5,21.8,1.3,6,1581,1,43,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,8650,1.17,0
165,165,942,876,5.7,5.7,5.3,13.8,4,0,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,942,1,163.6
127,127,953,953,7.5,7.5,7.5,10.42982107,5.8,953,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,953,1.021941545,23.6
286,300,2039,2039,4.8,7.1,6.8,10.42982107,8.957260274,1364,4,9,105,286,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1364,1.05,0
254,254,13415,13415,52.8,52.8,52.8,1.8,18,13415,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,13415,1,78.7
1517,1820,19750,19750,13,13,10.9,10.42982107,15,19750,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,19750,1.2,0
335,335,4879,4879,14.6,14.6,14.6,4.7,12,4879,1,6,83,220,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,4879,1,6
