Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Speed of Delivery,Project Elapsed Time,Effort Plan,Effort Specify,Effort Design,Effort Build,Effort Test,Effort Implement,Effort Unphased,Development Type,Client Server?,Development Platform,Language Type,CASE Tool Used,How Methodology Acquired,Average Team Size,Defect Density
72,58.0,0.81,381.0,423,5.3,5.9,12.0,2.0,608.9672897,961.5682819,621.5263158,3261.750943,103.0,372.0342857,278.0,0,0,0,1,1,1,1.0,0.0
610,610.0,1.021941545,5329.0,5329,8.7,8.7,4.8,16.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5329.0,2,1,2,2,1,0,5.261340206,24.6
381,339.0,0.89,5316.463277000001,1723,15.99293785,4.5,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,1,1,2,1,0,5.261340206,2.6
430,430.0,1.021941545,2891.0,2891,6.7,6.7,7.8,11.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2891.0,1,1,2,1,1,0,5.261340206,0.0
827,827.0,1.0,1593.0,1593,1.9,1.9,20.7,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1593.0,0,1,2,1,0,0,5.261340206,3.6
41,49.0,1.2,658.0,658,16.0,16.0,10.42982107,6.0,155.0,41.0,23.0,281.0,153.0,5.0,0.0,0,1,0,0,1,0,5.261340206,0.0
494,494.0,1.021941545,8706.0,8706,17.6,17.6,1.7,21.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8706.0,1,1,3,1,0,0,9.8,0.0
79,79.0,1.021941545,388.0,408,4.9,5.2,10.42982107,3.0,62.0,98.0,58.0,77.0,51.0,42.0,0.0,1,1,3,1,1,1,5.261340206,75.9
264,264.0,1.021941545,1698.0,2580,6.4,9.8,9.7,3.4,240.0,378.0,0.0,600.0,360.0,120.0,2853.3091719999998,1,1,3,1,1,0,5.261340206,0.0
103,103.0,1.021941545,319.0,319,3.1,3.1,10.42982107,1.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,319.0,1,1,2,1,1,2,5.261340206,29.1
125,130.0,1.04,770.0,770,6.2,6.2,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,770.0,0,0,0,2,0,0,5.261340206,24.0
194,194.0,1.021941545,4080.0,4080,21.0,21.0,4.0,12.0,760.0,544.0,1032.0,960.0,704.0,80.0,0.0,1,1,0,1,0,1,2.7,20.6
88,71.0,0.81,2570.0,2570,29.2,29.2,1.6,7.0,113.0,146.0,996.0,479.0,218.0,202.0,416.0,0,1,1,1,1,0,5.261340206,56.8
678,678.0,1.021941545,46461.0,46787,68.5,69.0,3.1,14.5,608.9672897,1050.0,3248.0,32340.0,1925.0,372.0342857,0.0,1,1,3,1,1,0,5.261340206,14.7
166,186.0,1.12,1550.0,1550,9.3,9.3,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1550.0,0,1,3,1,1,0,5.261340206,0.0
17,17.0,1.021941545,762.0,762,44.8,44.8,0.5,11.0,30.0,140.0,621.5263158,287.0,255.0,50.0,0.0,0,1,0,1,1,0,5.261340206,0.0
264,282.0,1.07,5316.463277000001,1658,15.99293785,6.3,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,0,0,0,1,5.261340206,310.6
2046,2087.0,1.02,17200.0,22500,8.4,11.0,8.7,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,17200.0,1,1,1,2,0,0,5.261340206,73.8
901,901.0,1.0,19070.0,19070,21.2,21.2,3.8,20.0,790.0,1510.0,621.5263158,13320.0,3130.0,372.0342857,320.0,1,1,1,1,1,0,5.261340206,316.3
253,253.0,1.0,6232.0,6924,24.6,27.4,4.5,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1342.0,372.0342857,4890.0,1,0,0,1,1,1,3.0,11.9
53,49.0,0.92,512.0,703,9.7,13.3,6.6,4.0,608.9672897,961.5682819,621.5263158,461.0,1171.996516,372.0342857,0.0,0,0,0,0,1,1,2.0,0.0
626,814.0,1.3,6685.0,6685,10.7,10.7,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6685.0,0,1,3,1,1,0,5.261340206,0.0
192,192.0,1.021941545,1589.0,1640,8.3,8.5,10.42982107,8.957260274,36.0,961.5682819,708.0,396.0,144.0,3.0,2853.3091719999998,1,1,2,2,1,0,5.261340206,0.0
418,439.0,1.04,3630.0,3630,8.7,8.7,10.42982107,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3630.0,0,0,0,2,0,0,5.261340206,2.4
49,45.0,0.92,284.0,316,5.8,6.4,3.5,7.0,608.9672897,961.5682819,621.5263158,3261.750943,112.0,372.0342857,172.0,0,0,0,1,1,1,1.0,20.4
33,33.0,1.021941545,366.0,366,11.1,11.1,10.42982107,2.1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,366.0,0,1,2,2,1,2,5.261340206,30.3
401,401.0,1.0,3558.0,3558,8.9,8.9,5.6,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3558.0,0,1,3,2,1,0,5.261340206,39.9
214,214.0,1.021941545,1167.0,1823,5.5,8.5,10.42982107,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1167.0,1,0,3,0,1,0,5.261340206,0.0
347,347.0,1.021941545,994.0,1028,2.9,3.0,10.42982107,1.7,0.0,163.0,0.0,739.0,61.0,31.0,2853.3091719999998,0,1,3,2,1,0,5.261340206,0.0
146,146.0,1.0,2982.0,2982,20.4,20.4,2.9,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2982.0,0,0,0,1,1,0,5.261340206,47.9
4943,5684.0,1.15,23349.0,23349,4.7,4.7,16.7,37.0,608.9672897,2627.0,621.5263158,12612.0,4914.0,861.0,0.0,1,1,0,2,1,1,5.261340206,2.2
883,883.0,1.0,10004.0,10004,11.3,11.3,9.7,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,10004.0,0,1,2,2,1,1,7.0,4.5
44,44.0,1.0,934.0,934,21.2,21.2,1.8,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,934.0,0,1,2,1,1,0,5.261340206,68.2
579,579.0,1.021941545,21700.0,21700,37.5,37.5,1.0,24.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21700.0,0,1,2,1,0,1,5.261340206,34.5
508,508.0,1.0,2377.0,2377,4.7,4.7,6.0,14.0,776.0,70.0,621.5263158,1085.0,280.0,372.0342857,0.0,0,1,1,0,1,0,2.8,0.0
67,67.0,1.021941545,213.0,333,3.2,5.0,10.42982107,1.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,213.0,1,1,3,2,1,0,5.261340206,0.0
316,351.0,1.11,5023.0,5581,15.9,17.7,3.0,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1578.0,372.0342857,3445.0,1,0,0,1,1,1,3.0,3.2
15,15.0,1.021941545,66.0,66,4.4,4.4,10.42982107,0.7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,66.0,0,1,2,1,1,2,5.261340206,0.0
143,143.0,1.021941545,210.0,210,1.5,1.5,71.5,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,210.0,1,0,3,1,1,0,5.261340206,7.0
175,210.0,1.2,1782.0,1782,10.2,10.2,10.42982107,7.0,32.0,961.5682819,621.5263158,3261.750943,467.0,372.0342857,0.0,0,1,0,0,1,0,5.261340206,5.7
299,245.0,0.82,470.0,870,1.6,2.9,10.42982107,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,470.0,1,0,3,2,0,0,5.261340206,36.8
915,915.0,1.0,1392.0,1392,1.5,1.5,57.2,4.0,455.0,140.0,621.5263158,560.0,140.0,372.0342857,0.0,0,1,1,0,1,0,5.261340206,7.7
73,73.0,1.021941545,1866.0,1866,25.6,25.6,10.42982107,1.5,0.0,0.0,621.5263158,3261.750943,1171.996516,0.0,1194.0,0,0,0,0,1,0,5.261340206,0.0
472,472.0,1.021941545,2783.0,2783,5.9,5.9,6.6,18.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2783.0,1,1,2,0,1,0,5.261340206,2.1
3962,4913.0,1.24,106480.0,150040,26.9,37.9,2.1,78.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,106480.0,2,1,1,2,1,0,5.261340206,0.0
53,64.0,1.2,927.0,927,17.5,17.5,10.42982107,3.0,50.0,961.5682819,621.5263158,4.0,632.0,372.0342857,0.0,0,1,0,0,1,0,5.261340206,0.0
57,63.0,1.1,623.0,692,10.9,12.1,13.6,1.0,608.9672897,961.5682819,621.5263158,3261.750943,110.0,372.0342857,513.0,1,0,0,1,1,1,2.2,0.0
42,45.0,1.07,647.0,719,15.4,17.1,2.3,6.0,608.9672897,961.5682819,621.5263158,3261.750943,25.0,372.0342857,622.0,0,0,0,1,1,1,1.0,47.6
196,127.0,0.87,780.0,780,4.0,4.0,10.42982107,8.957260274,163.0,961.5682819,621.5263158,358.0,88.0,23.0,0.0,0,1,1,2,1,0,5.261340206,10.2
212,212.0,1.0,2337.0,2337,11.0,11.0,4.8,11.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2337.0,0,1,2,1,1,0,5.261340206,14.2
473,464.0,0.98,5316.463277000001,1304,15.99293785,2.8,10.42982107,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,0,0,2,0,1,5.261340206,40.2
449,364.0,0.81,5316.463277000001,2670,15.99293785,5.9,10.42982107,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,0,1,0,1,5.261340206,8.9
169,204.0,1.21,1476.0,1640,8.7,9.7,7.0,4.0,608.9672897,961.5682819,621.5263158,3261.750943,176.0,372.0342857,1300.0,1,1,3,2,1,1,3.0,5.9
249,249.0,1.021941545,4551.0,4551,18.3,18.3,2.1,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4551.0,0,1,2,1,1,0,5.261340206,60.2
453,448.0,0.99,4568.0,4568,10.1,10.1,18.9,8.0,903.0,499.0,621.5263158,1654.0,1192.0,372.0342857,0.0,0,1,1,1,0,0,1.8,15.5
279,279.0,1.0,4628.0,4628,16.6,16.6,2.2,14.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4628.0,1,1,2,2,1,0,5.261340206,10.8
344,344.0,1.021941545,5963.0,5963,17.3,17.3,6.1,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5963.0,0,1,2,1,1,0,5.261340206,14.5
1401,1523.0,1.09,23491.0,61891,16.8,44.2,4.5,28.0,1221.0,1691.0,621.5263158,16842.0,3315.0,422.0,0.0,0,1,0,1,0,0,5.261340206,43.5
42,42.0,1.021941545,8286.0,8286,197.3,197.3,0.9,12.0,69.0,572.0,1046.0,464.0,5951.0,184.0,0.0,0,0,1,1,1,1,3.3,0.0
245,245.0,1.021941545,1149.0,1149,4.7,4.7,7.0,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1149.0,0,0,3,1,1,0,5.261340206,16.3
693,693.0,1.0,12510.0,12510,18.1,18.1,3.9,20.0,520.0,1160.0,621.5263158,10420.0,210.0,372.0342857,200.0,1,1,1,2,1,0,5.261340206,411.3
57,57.0,1.021941545,600.0,600,10.5,10.5,9.5,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,600.0,0,1,0,1,1,0,5.261340206,0.0
88,88.0,1.021941545,2639.0,2639,30.0,30.0,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,1214.0,1171.996516,372.0342857,0.0,1,0,0,1,1,0,5.261340206,181.8
109,109.0,1.0,1090.0,1090,10.0,10.0,4.5,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1090.0,0,1,2,2,1,0,5.261340206,27.5
329,329.0,1.0,5760.0,5760,17.5,17.5,4.1,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5760.0,0,1,2,1,1,0,9.0,24.3
169,169.0,1.0,778.0,778,4.6,4.6,11.3,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,778.0,0,1,2,2,0,0,5.261340206,5.9
1317,1475.0,1.12,13353.0,13353,10.1,10.1,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13353.0,0,1,3,1,1,0,5.261340206,0.0
202,175.0,0.87,5316.463277000001,660,15.99293785,3.3,10.1,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,0,0,1,0,5.261340206,5.0
475,442.0,0.93,759.0,759,1.6,1.6,47.5,5.0,608.9672897,144.0,621.5263158,349.0,137.0,53.0,0.0,0,1,0,2,0,0,5.261340206,2.1
178,178.0,1.0,2865.0,2865,16.1,16.1,5.1,7.0,560.0,278.0,621.5263158,1274.0,552.0,372.0342857,0.0,0,1,1,0,1,0,3.7,5.6
1075,1075.0,1.021941545,34023.0,34023,31.6,31.6,10.42982107,23.0,1190.0,9793.0,621.5263158,17167.0,4489.0,1384.0,0.0,1,1,0,1,1,1,5.261340206,0.9
16148,16148.0,1.0,59262.0,59262,3.7,3.7,18.6,17.0,6398.0,6454.0,621.5263158,15540.0,10976.0,372.0342857,19894.0,1,1,1,0,1,0,5.261340206,1.4
268,268.0,1.021941545,5316.463277000001,2933,15.99293785,10.9,10.42982107,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,1,1,2,1,1,5.261340206,3.7
18,16.0,0.89,360.0,465,20.0,25.8,1.1,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,360.0,1,0,0,2,1,1,5.261340206,388.9
29,32.0,1.1,237.0,263,8.2,9.1,6.9,1.0,608.9672897,961.5682819,621.5263158,3261.750943,51.0,372.0342857,186.0,0,0,0,1,1,1,2.2,0.0
114,114.0,1.021941545,6710.0,6710,58.9,58.9,1.2,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6710.0,0,1,0,1,0,1,5.261340206,0.0
72,72.0,1.0,486.0,486,6.8,6.8,10.42982107,7.0,64.0,77.0,621.5263158,239.0,92.0,14.0,0.0,0,1,0,2,0,1,5.261340206,0.0
273,281.0,1.03,4243.0,5174,15.5,19.0,10.42982107,8.957260274,413.0,1418.0,621.5263158,2000.0,0.0,412.0,0.0,0,1,0,2,0,1,3.0,0.0
88,88.0,1.021941545,440.0,440,5.0,5.0,10.42982107,2.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,440.0,1,1,2,1,1,2,5.261340206,22.7
177,175.0,0.99,1946.0,1946,11.0,11.0,4.2,6.0,608.9672897,267.0,621.5263158,1372.0,1171.996516,128.0,179.0,1,1,3,1,1,0,5.261340206,0.0
1689,1689.0,1.021941545,16528.0,16896,9.8,10.0,4.8,10.7,1710.0,1536.0,0.0,7764.0,5280.0,238.0,2853.3091719999998,1,1,3,1,1,0,5.261340206,0.0
111,111.0,1.0,4907.0,4907,44.2,44.2,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4907.0,0,1,2,1,0,1,5.261340206,0.0
500,500.0,1.0,21700.0,21700,43.4,43.4,0.8,24.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21700.0,0,1,2,1,0,1,5.261340206,40.0
31,31.0,1.0,370.0,370,11.9,11.9,5.2,6.0,608.9672897,961.5682819,621.5263158,203.0,34.0,372.0342857,0.0,0,1,0,2,0,1,5.261340206,0.0
212,212.0,1.0,2966.0,2966,14.0,14.0,1.9,11.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2966.0,0,1,2,1,0,0,5.261340206,28.3
331,331.0,1.0,3806.0,3806,11.5,11.5,5.3,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3806.0,0,1,2,1,1,0,5.261340206,0.0
339,397.0,1.17,8650.0,8650,25.5,25.5,1.3,6.0,127.0,476.0,621.5263158,5319.0,1171.996516,1147.0,1581.0,0,1,0,1,1,0,5.261340206,0.0
165,165.0,1.0,942.0,942,5.7,5.7,13.8,4.0,20.0,20.0,621.5263158,815.0,21.0,372.0342857,0.0,1,1,1,2,1,0,5.261340206,163.6
127,127.0,1.021941545,953.0,953,7.5,7.5,10.42982107,5.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,953.0,0,1,2,1,1,2,5.261340206,23.6
286,300.0,1.05,1364.0,2039,4.8,7.1,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1364.0,1,1,0,1,1,0,5.261340206,0.0
254,254.0,1.0,13415.0,13415,52.8,52.8,1.8,18.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13415.0,1,1,1,1,1,0,5.3,78.7
1517,1820.0,1.2,19750.0,19750,13.0,13.0,10.42982107,15.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,19750.0,1,1,3,2,1,0,5.261340206,0.0
335,335.0,1.0,4879.0,4879,14.6,14.6,4.7,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4879.0,0,1,2,1,0,0,5.261340206,6.0
123,123.0,1.0,1050.0,1050,8.5,8.5,3.4,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1050.0,0,0,0,1,0,0,5.261340206,48.8
664,664.0,0.67,7200.0,7200,10.8,10.8,13.6,7.0,80.0,960.0,240.0,160.0,800.0,4960.0,0.0,1,1,3,1,0,1,4.2,18.1
449,138.0,0.3,1225.0,2299,2.7,5.1,2.1,54.0,100.0,218.0,218.0,459.0,153.0,76.0,1.0,0,1,2,0,1,1,2.3,167.0
601,601.0,1.0,9163.0,9163,15.2,15.2,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9163.0,0,1,2,1,0,1,5.261340206,0.0
682,682.0,1.0,7820.0,7820,11.5,11.5,2.9,17.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7820.0,0,1,2,2,1,0,5.261340206,41.1
207,221.0,1.07,684.0,760,3.3,3.7,8.6,8.0,608.9672897,961.5682819,621.5263158,3261.750943,234.0,372.0342857,450.0,1,0,3,2,1,1,2.0,0.0
105,98.0,0.93,1000.0,1111,9.5,10.6,4.2,5.0,608.9672897,961.5682819,621.5263158,3261.750943,161.0,372.0342857,839.0,1,0,0,1,1,1,2.0,0.0
14,14.0,1.021941545,348.0,348,24.9,24.9,2.0,3.5,16.0,32.0,80.0,156.0,40.0,24.0,0.0,0,1,3,1,1,0,1.3,71.4
497,477.0,0.96,2741.0,2741,5.5,5.5,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2741.0,0,1,0,2,1,0,5.261340206,12.1
194,186.0,0.96,5316.463277000001,960,15.99293785,4.9,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,0,0,2,0,1,5.261340206,128.9
322,322.0,1.0,835.0,835,2.6,2.6,26.8,2.0,42.0,47.0,621.5263158,543.0,145.0,372.0342857,0.0,0,1,1,0,1,0,3.0,0.0
139,150.0,1.08,1238.0,1238,8.9,8.9,5.8,8.0,608.9672897,382.0,621.5263158,739.0,1171.996516,45.0,72.0,1,1,3,2,1,0,5.261340206,0.0
246,246.0,1.0,960.0,1032,3.9,4.2,20.5,4.0,84.0,48.0,621.5263158,674.0,155.0,372.0342857,-1.0,1,1,1,0,1,0,5.261340206,4.1
68,68.0,1.021941545,442.0,442,6.5,6.5,10.42982107,1.9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,442.0,1,1,2,1,1,2,5.261340206,14.7
118,118.0,1.021941545,700.0,700,5.9,5.9,29.5,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,700.0,0,1,0,1,1,0,5.261340206,0.0
521,521.0,1.021941545,2049.0,3202,3.9,6.1,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2049.0,0,0,3,1,1,0,5.261340206,17.3
49,49.0,1.021941545,500.0,781,10.2,15.9,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,500.0,0,0,0,2,1,0,5.261340206,0.0
61,61.0,1.021941545,89.0,89,1.5,1.5,20.3,1.5,1.0,22.0,0.0,20.0,44.0,2.0,0.0,0,1,3,1,0,0,1.2,0.0
1318,1437.0,1.09,5316.463277000001,4900,15.99293785,3.7,18.3,18.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,1,1,2,1,0,5.261340206,15.2
1072,1168.0,1.09,10576.0,10576,9.9,9.9,10.9,14.0,755.0,2976.0,621.5263158,5860.0,331.0,654.0,0.0,2,1,3,2,0,1,5.261340206,24.3
117,117.0,1.0,2779.0,2779,23.8,23.8,1.6,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2779.0,0,1,0,1,0,0,5.261340206,8.5
72,72.0,1.021941545,331.0,331,4.6,4.6,10.42982107,1.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,331.0,1,1,2,1,1,2,5.261340206,13.9
600,600.0,1.021941545,745.0,1164,1.2,1.9,10.42982107,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,745.0,0,0,0,1,1,0,5.261340206,3.3
87,87.0,1.021941545,387.0,605,4.4,7.0,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,387.0,0,1,0,2,1,0,5.261340206,11.5
587,587.0,1.021941545,4492.0,4492,7.7,7.7,5.6,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4492.0,0,1,2,2,0,0,5.261340206,71.6
320,320.0,1.0,12180.0,12180,38.1,38.1,4.0,20.0,500.0,540.0,621.5263158,10630.0,290.0,372.0342857,220.0,1,1,1,2,1,0,5.261340206,203.1
912,912.0,1.021941545,4110.0,4110,4.5,4.5,6.1,15.0,313.0,141.0,56.0,3208.0,145.0,372.0342857,0.0,2,1,3,1,1,1,3.6,42.8
116,116.0,1.0,2630.0,2630,22.7,22.7,0.8,15.0,300.0,520.0,621.5263158,1300.0,390.0,120.0,0.0,0,1,1,0,1,0,5.261340206,1120.7
114,114.0,1.021941545,666.0,1041,5.8,9.1,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,666.0,1,0,3,2,1,0,5.261340206,0.0
315,321.0,1.02,5316.463277000001,1076,15.99293785,3.4,14.3,11.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,1,1,2,1,0,5.261340206,6.3
247,247.0,1.0,5971.0,5971,24.2,24.2,1.4,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5971.0,0,1,2,1,0,0,5.261340206,8.1
448,448.0,1.021941545,9163.0,9163,20.5,20.5,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9163.0,0,1,2,1,0,1,5.261340206,0.0
126,126.0,1.021941545,1733.0,1733,13.8,13.8,3.7,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1733.0,0,1,2,1,1,0,5.261340206,7.9
8,8.0,1.021941545,72.0,72,9.0,9.0,4.0,1.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,72.0,0,1,0,1,1,0,5.261340206,0.0
99,119.0,1.2,1065.0,1065,10.8,10.8,10.42982107,10.0,27.0,96.0,78.0,523.0,313.0,28.0,0.0,0,1,0,0,1,0,5.261340206,10.1
88,88.0,1.0,760.0,760,8.6,8.6,9.8,3.0,84.0,42.0,621.5263158,455.0,140.0,372.0342857,39.0,0,1,1,0,1,0,5.261340206,125.0
58,58.0,1.0,767.0,767,13.2,13.2,3.2,6.0,608.9672897,105.0,621.5263158,476.0,56.0,372.0342857,0.0,0,1,1,1,1,0,1.7,465.5
367,473.0,1.29,6371.0,7079,17.4,19.3,2.8,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1750.0,372.0342857,4621.0,1,0,0,1,1,1,5.0,8.2
39,42.0,1.08,588.0,653,15.1,16.7,1.4,7.0,608.9672897,961.5682819,621.5263158,3261.750943,56.0,372.0342857,532.0,1,0,0,1,1,1,2.0,25.6
601,619.0,1.03,4818.0,4818,8.0,8.0,10.42982107,11.0,608.9672897,563.0,621.5263158,2633.0,765.0,375.0,0.0,1,0,0,0,1,0,5.261340206,11.6
1634,1634.0,1.0,5316.463277000001,7060,15.99293785,4.3,17.0,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,1,3,2,1,0,5.261340206,2.4
250,275.0,1.1,702.0,702,2.8,2.8,10.42982107,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,702.0,0,1,0,2,0,0,5.261340206,0.0
106,136.0,1.28,17050.0,17050,160.8,160.8,10.42982107,18.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,17050.0,1,1,3,1,1,0,5.261340206,0.0
121,121.0,1.021941545,750.0,750,6.2,6.2,10.42982107,1.9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,750.0,1,1,2,1,1,2,5.261340206,16.5
1230,1230.0,1.021941545,9803.0,10152,8.0,8.3,10.42982107,8.957260274,762.0,786.0,0.0,6360.0,1752.0,143.0,2853.3091719999998,1,1,3,1,1,0,5.261340206,0.0
74,74.0,1.0,633.0,633,8.6,8.6,2.1,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,633.0,0,0,0,1,0,0,6.0,40.5
551,551.0,1.021941545,3479.0,5436,6.3,9.9,10.42982107,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3479.0,0,1,0,0,1,0,5.261340206,7.3
299,359.0,1.2,2746.0,2746,9.2,9.2,10.42982107,32.0,226.0,395.0,632.0,780.0,693.0,20.0,0.0,0,1,0,0,1,0,5.261340206,0.0
78,78.0,1.021941545,3048.0,3048,39.1,39.1,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,1402.0,1171.996516,372.0342857,0.0,0,0,3,2,1,0,5.261340206,359.0
11,11.0,1.021941545,61.0,61,5.5,5.5,10.42982107,0.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,61.0,0,1,2,1,1,2,5.261340206,0.0
622,722.0,1.16,4164.0,4164,6.7,6.7,10.42982107,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4164.0,1,1,3,2,0,0,5.261340206,3.2
556,556.0,1.021941545,1624.0,1624,2.9,2.9,27.8,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1624.0,0,1,0,1,0,1,5.261340206,0.0
