Normalised Work Effort Level 1,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),,Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,,Defect Density
950,610,1.06,950,950,950,1.7,1.7,1.6,,63.9,3,950,1,3,137,575,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,,5.2
146,13,1.021941545,146,146,146,11.2,11.2,11.2,,10.42982107,0.8,146,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,0
4915,322,1.2,4915,4915,3981,18.3,18.3,12.4,,10.42982107,17,0,1,9.761262136,128,121,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,3.7
367,48,1.16,367,408,367,9,10,7.6,,8.2,1,147,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,,0
823,39,1,823,823,823,21.1,21.1,21.1,,6.5,2,14,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,153.8
1136,160,1.021941545,1136,1136,1136,7.1,7.1,7.1,,10.42982107,7.2,1136,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,37.5
2947,9,1,2947,2947,2947,327.4,327.4,327.4,,10.42982107,7,226,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,1111.1
6726,855,1.1,6726,27091,27091,8.7,34.9,31.7,,1.7,12,6726,4,38,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
57156,2824,1.12,57156,57156,57156,22.7,22.7,20.2,,10.42982107,12,57156,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
942,150,0.95,942,1177,1177,6,7.4,7.8,,10.42982107,7,942,4,9.761262136,66,158,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,31.6
60826,1018,1,60826,60826,60826,59.8,59.8,59.8,,10.42982107,20,60826,1,9.761262136,381,1018,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,15.7
1875,39,1.16,1875,1875,1706,55.1,55.1,43.7,,0.5,12,0,1,6,12,34,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,147.1
3197,96,0.81,3197,4530,1223,26.9,38.1,12.7,,10.42982107,8,0,2,9.761262136,13,119,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,25.2
954,34,1.021941545,954,1491,954,28.1,43.9,28.1,,10.42982107,2,954,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,0
3482,208,1.021941545,3482,3482,3482,16.7,16.7,16.7,,3.3,8,3482,1,8,107,205,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,24
3114,751,1,3114,3114,3114,4.1,4.1,4.1,,0.9,84,241,1,10,0,751,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,36
2660,126,1.06,2660,2956,2660,22.4,24.8,21.1,,2.4,10,2580,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,8.4
740,356,0.97,740,9309,7168,2,25.4,20.1,,3.7,5,740,4,20,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
1137,58,1.2,1137,1137,1057,23.7,23.7,18.2,,10.42982107,5,0,1,9.761262136,26,44,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
4266,3088,1.021941545,4266,4266,4266,1.4,1.4,1.4,,10.42982107,8,4266,1,9.761262136,1061,544,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,2.9
440,82,0.82,440,440,440,4.4,4.4,5.4,,33.3,3,440,1,1,25,100,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,30
7491,1387,1.021941545,7491,11705,7491,5.4,8.4,5.4,,10.42982107,12,7491,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,,33.9
317,44,1.021941545,317,317,317,7.2,7.2,7.2,,10.42982107,1.3,317,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,22.7
3347,326,1.2,3347,3347,3347,12.3,12.3,10.3,,10.42982107,13,0,1,9.761262136,172,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,3.7
13912,492,1.021941545,13912,13912,13912,28.3,28.3,28.3,,5.8,12.2,13912,1,7,166.04545,492,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,6.1
1810,68,1.2,1810,1810,1810,31.8,31.8,26.6,,10.42982107,7,0,1,9.761262136,40,14,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,87.7
11045,826,1.03,11045,11045,11045,13.7,13.7,13.4,,8.8,13,11045,1,7,292,396,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,22.4
5548,235,1,5548,5548,5548,23.6,23.6,23.6,,1.5,16,5548,1,10,116,111,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,59.6
484,78,1.021941545,484,484,484,6.2,6.2,6.2,,10.42982107,3,484,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,12.8
14040,265,1.04,14040,14040,14040,55.1,55.1,53,,1,13,5383,1,20,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
381,58,0.81,381,423,381,5.3,5.9,6.6,,12,2,278,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
5329,610,1.021941545,5329,5329,5329,8.7,8.7,8.7,,4.8,16,5329,1,8,116,610,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,24.6
5316.463277,339,0.89,5316.463277,1723,1723,15.99293785,4.5,5.1,,10.42982107,8.957260274,2853.309172,4,9.761262136,120,176,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,2.6
2891,430,1.021941545,2891,2891,2891,6.7,6.7,6.7,,7.8,11,2891,1,5,181,430,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
1593,827,1,1593,1593,1593,1.9,1.9,1.9,,20.7,8,1593,1,5,405,60,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,3.6
658,49,1.2,658,658,658,16,16,13.4,,10.42982107,6,0,1,9.761262136,12,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
8706,494,1.021941545,8706,8706,8706,17.6,17.6,17.6,,1.7,21,8706,1,14,134,494,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,,0
388,79,1.021941545,388,408,408,4.9,5.2,5.2,,10.42982107,3,0,4,9.761262136,79,79,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,75.9
1698,264,1.021941545,1698,2580,2580,6.4,9.8,9.8,,9.7,3.4,2853.309172,4,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
319,103,1.021941545,319,319,319,3.1,3.1,3.1,,10.42982107,1.8,319,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,29.1
770,130,1.04,770,770,770,6.2,6.2,5.9,,10.42982107,6,770,1,9.761262136,60,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,24
4080,194,1.021941545,4080,4080,4080,21,21,21,,4,12,0,1,4,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,20.6
2570,71,0.81,2570,2570,2570,29.2,29.2,36.2,,1.6,7,416,1,8,0,88,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,56.8
46461,678,1.021941545,46461,46787,46787,68.5,69,69,,3.1,14.5,0,4,15,678,678,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,14.7
1550,186,1.12,1550,1550,1550,9.3,9.3,8.3,,10.42982107,6,1550,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
762,17,1.021941545,762,762,762,44.8,44.8,44.8,,0.5,11,0,1,3,12,17,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,,0
5316.463277,282,1.07,5316.463277,1658,1658,15.99293785,6.3,5.9,,10.42982107,4,2853.309172,4,9.761262136,0,264,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,,310.6
17200,2087,1.02,17200,22500,22500,8.4,11,10.8,,8.7,9,17200,4,26,862,2046,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,73.8
19070,901,1,19070,19070,19070,21.2,21.2,21.2,,3.8,20,320,1,12,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,316.3
6232,253,1,6232,6924,6232,24.6,27.4,24.6,,4.5,8,4890,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,11.9
512,49,0.92,512,703,652,9.7,13.3,13.3,,6.6,4,0,2,2,48,53,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,0
6685,814,1.3,6685,6685,6685,10.7,10.7,8.2,,10.42982107,12,6685,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1589,192,1.021941545,1589,1640,1338,8.3,8.5,7,,10.42982107,8.957260274,2853.309172,4,6,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,0
3630,439,1.04,3630,3630,3630,8.7,8.7,8.3,,10.42982107,7,3630,1,9.761262136,82,105,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,2.4
284,45,0.92,284,316,284,5.8,6.4,6.3,,3.5,7,172,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,20.4
366,33,1.021941545,366,366,366,11.1,11.1,11.1,,10.42982107,2.1,366,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,30.3
3558,401,1,3558,3558,3558,8.9,8.9,8.9,,5.6,9,3558,1,8,211,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,39.9
1167,214,1.021941545,1167,1823,1167,5.5,8.5,5.5,,10.42982107,3,1167,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,,0
994,347,1.021941545,994,1028,1028,2.9,3,3,,10.42982107,1.7,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
2982,146,1,2982,2982,2982,20.4,20.4,20.4,,2.9,10,2982,1,5,74,43,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,47.9
23349,5684,1.15,23349,23349,21014,4.7,4.7,3.7,,16.7,37,0,1,8,2221,4943,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,2.2
10004,883,1,10004,10004,10004,11.3,11.3,11.3,,9.7,13,10004,1,7,452,848,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,,4.5
934,44,1,934,934,934,21.2,21.2,21.2,,1.8,6,934,1,4,21,32,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,68.2
21700,579,1.021941545,21700,21700,21700,37.5,37.5,37.5,,1,24,21700,1,25,166.04545,146,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,34.5
2377,508,1,2377,2377,2211,4.7,4.7,4.4,,6,14,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,0
213,67,1.021941545,213,333,213,3.2,5,3.2,,10.42982107,1,213,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
5023,351,1.11,5023,5581,5023,15.9,17.7,14.3,,3,13,3445,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,3.2
66,15,1.021941545,66,66,66,4.4,4.4,4.4,,10.42982107,0.7,66,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,0
210,143,1.021941545,210,210,210,1.5,1.5,1.5,,71.5,2,210,4,1,143,143,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,7
1782,210,1.2,1782,1782,499,10.2,10.2,2.4,,10.42982107,7,0,1,9.761262136,124,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,5.7
470,245,0.82,470,870,470,1.6,2.9,1.9,,10.42982107,13,470,1,9.761262136,88,299,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,36.8
1392,915,1,1392,1392,1295,1.5,1.5,1.4,,57.2,4,0,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,7.7
1866,73,1.021941545,1866,1866,1194,25.6,25.6,16.4,,10.42982107,1.5,1194,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,0
2783,472,1.021941545,2783,2783,2783,5.9,5.9,5.9,,6.6,18,2783,1,4,82,472,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,,2.1
106480,4913,1.24,106480,150040,150040,26.9,37.9,30.5,,2.1,78,106480,4,24,1167,3962,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,0
927,64,1.2,927,927,686,17.5,17.5,10.7,,10.42982107,3,0,1,9.761262136,22,53,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
623,63,1.1,623,692,623,10.9,12.1,9.9,,13.6,1,513,1,4.2,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
647,45,1.07,647,719,647,15.4,17.1,14.4,,2.3,6,622,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,47.6
780,127,0.87,780,780,632,4,4,5,,10.42982107,8.957260274,0,1,9.761262136,92,196,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,10.2
2337,212,1,2337,2337,2337,11,11,11,,4.8,11,2337,1,4,6,205,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,14.2
5316.463277,464,0.98,5316.463277,1304,1304,15.99293785,2.8,2.8,,10.42982107,5,2853.309172,4,9.761262136,172,473,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,40.2
5316.463277,364,0.81,5316.463277,2670,2670,15.99293785,5.9,7.3,,10.42982107,10,2853.309172,4,9.761262136,97,449,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,8.9
1476,204,1.21,1476,1640,1476,8.7,9.7,7.2,,7,4,1300,1,6,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,,5.9
4551,249,1.021941545,4551,4551,4551,18.3,18.3,18.3,,2.1,9,4551,1,13,126,58,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,60.2
4568,448,0.99,4568,4568,4248,10.1,10.1,9.5,,18.9,8,0,1,3,62,453,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,15.5
4628,279,1,4628,4628,4628,16.6,16.6,16.6,,2.2,14,4628,1,9,36,279,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,10.8
5963,344,1.021941545,5963,5963,5963,17.3,17.3,17.3,,6.1,7,5963,1,8,78,104,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,14.5
23491,1523,1.09,23491,61891,61891,16.8,44.2,40.6,,4.5,28,0,4,11,643,1025,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,43.5
8286,42,1.021941545,8286,8286,8286,197.3,197.3,197.3,,0.9,12,0,1,4,166.04545,42,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,,0
1149,245,1.021941545,1149,1149,1149,4.7,4.7,4.7,,7,7,1149,1,5,59,37,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,16.3
12510,693,1,12510,12510,12510,18.1,18.1,18.1,,3.9,20,200,1,9,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,411.3
600,57,1.021941545,600,600,600,10.5,10.5,10.5,,9.5,2,600,1,3,166.04545,28,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
2639,88,1.021941545,2639,2639,1214,30,30,13.8,,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,181.8
1090,109,1,1090,1090,1090,10,10,10,,4.5,6,1090,1,4,20,52,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,27.5
5760,329,1,5760,5760,5760,17.5,17.5,17.5,,4.1,9,5760,1,9,78,150,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,24.3
778,169,1,778,778,778,4.6,4.6,4.6,,11.3,5,778,1,3,58,51,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,5.9
13353,1475,1.12,13353,13353,13353,10.1,10.1,9.1,,10.42982107,12,13353,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
5316.463277,175,0.87,5316.463277,660,660,15.99293785,3.3,3.8,,10.1,4,2853.309172,2,5,17.4,202.04,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,5
759,442,0.93,759,759,683,1.6,1.6,1.5,,47.5,5,0,1,2,225,82,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,2.1
2865,178,1,2865,2865,2664,16.1,16.1,15,,5.1,7,0,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,5.6
34023,1075,1.021941545,34023,34023,34023,31.6,31.6,31.6,,10.42982107,23,0,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,0.9
59262,16148,1,59262,59262,59262,3.7,3.7,3.7,,18.6,17,19894,1,51,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,1.4
5316.463277,268,1.021941545,5316.463277,2933,2933,15.99293785,10.9,10.9,,10.42982107,9,2853.309172,2,9.761262136,76,248,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,3.7
360,16,0.89,360,465,465,20,25.8,29.1,,1.1,8,360,4,2,3.48,18.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,,388.9
237,32,1.1,237,263,237,8.2,9.1,7.4,,6.9,1,186,1,4.2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
6710,114,1.021941545,6710,6710,6710,58.9,58.9,58.9,,1.2,12,6710,1,8,166.04545,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,0
486,72,1,486,486,486,6.8,6.8,6.8,,10.42982107,7,0,1,9.761262136,23,55,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,0
4243,281,1.03,4243,5174,4243,15.5,19,15.1,,10.42982107,8.957260274,0,1,3,97,49,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,0
440,88,1.021941545,440,440,440,5,5,5,,10.42982107,2.8,440,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,22.7
1946,175,0.99,1946,1946,1946,11,11,11.1,,4.2,6,179,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
16528,1689,1.021941545,16528,16896,16896,9.8,10,10,,4.8,10.7,2853.309172,4,33,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
4907,111,1,4907,4907,4907,44.2,44.2,44.2,,10.42982107,9.6,4907,1,9.761262136,24,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,0
21700,500,1,21700,21700,21700,43.4,43.4,43.4,,0.8,24,21700,1,25,202,103,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,40
370,31,1,370,370,237,11.9,11.9,7.6,,5.2,6,0,1,1,10,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,0
2966,212,1,2966,2966,2966,14,14,14,,1.9,11,2966,1,10,110,22,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,28.3
3806,331,1,3806,3806,3806,11.5,11.5,11.5,,5.3,7,3806,1,9,155,301,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
8650,397,1.17,8650,8650,8650,25.5,25.5,21.8,,1.3,6,1581,1,43,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
