UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_A,1999,Count_Approach_IFPUG,49,45,0.92,284,316,284,5.8,6.4,6.3,20.4,3.5,7.0,172,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,2.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,33,33,123456789.0,366,366,366,11.1,11.1,11.1,30.3,123456789.0,2.1,366,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,401,401,1.0,3558,3558,3558,8.9,8.9,8.9,39.9,5.6,9.0,3558,16,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,211.0
UFP_rating_B,2000,Count_Approach_NESMA,214,214,123456789.0,1167,1823,1167,5.5,8.5,5.5,0.0,123456789.0,3.0,1167,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,347,347,123456789.0,994,1028,1028,2.9,3.0,3.0,0.0,123456789.0,1.7,123456789,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,123456789.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,146,146,1.0,2982,2982,2982,20.4,20.4,20.4,47.9,2.9,10.0,2982,7,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,74.0
UFP_rating_A,1993,Count_Approach_IFPUG,4943,5684,1.15,23349,23349,21014,4.7,4.7,3.7,2.2,16.7,37.0,0,11,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,8.0,2221.0
UFP_rating_A,2007,Count_Approach_IFPUG,883,883,1.0,10004,10004,10004,11.3,11.3,11.3,4.5,9.7,13.0,10004,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,7.0,452.0
UFP_rating_A,2006,Count_Approach_IFPUG,44,44,1.0,934,934,934,21.2,21.2,21.2,68.2,1.8,6.0,934,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,21.0
UFP_rating_D,2005,Count_Approach_COSMIC,579,579,123456789.0,21700,21700,21700,37.5,37.5,37.5,34.5,1.0,24.0,21700,20,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,25.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,508,508,1.0,2377,2377,2211,4.7,4.7,4.4,0.0,6.0,14.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,67,67,123456789.0,213,333,213,3.2,5.0,3.2,0.0,123456789.0,1.0,213,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,316,351,1.11,5023,5581,5023,15.9,17.7,14.3,3.2,3.0,13.0,3445,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,8.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,15,15,123456789.0,66,66,66,4.4,4.4,4.4,0.0,123456789.0,0.7,66,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_D,2001,Count_Approach_COSMIC,143,143,123456789.0,210,210,210,1.5,1.5,1.5,7.0,71.5,2.0,210,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,1.0,143.0
UFP_rating_A,2005,Count_Approach_IFPUG,175,210,1.2,1782,1782,499,10.2,10.2,2.4,5.7,123456789.0,7.0,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,124.0
UFP_rating_A,1999,Count_Approach_IFPUG,299,245,0.82,470,870,470,1.6,2.9,1.9,36.8,123456789.0,13.0,470,11,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,88.0
UFP_rating_A,1997,Count_Approach_IFPUG,915,915,1.0,1392,1392,1295,1.5,1.5,1.4,7.7,57.2,4.0,0,7,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,123456789.0
UFP_rating_B,1998,Count_Approach_NESMA,73,73,123456789.0,1866,1866,1194,25.6,25.6,16.4,0.0,123456789.0,1.5,1194,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,472,472,123456789.0,2783,2783,2783,5.9,5.9,5.9,2.1,6.6,18.0,2783,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,82.0
UFP_rating_A,1994,Count_Approach_IFPUG,3962,4913,1.24,106480,150040,150040,26.9,37.9,30.5,0.0,2.1,78.0,106480,0,Development_Type_Re-development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,24.0,1167.0
UFP_rating_A,2005,Count_Approach_IFPUG,53,64,1.2,927,927,686,17.5,17.5,10.7,0.0,123456789.0,3.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,22.0
UFP_rating_A,1999,Count_Approach_IFPUG,57,63,1.1,623,692,623,10.9,12.1,9.9,0.0,13.6,1.0,513,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.2,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,42,45,1.07,647,719,647,15.4,17.1,14.4,47.6,2.3,6.0,622,2,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,123456789.0
UFP_rating_D,1996,Count_Approach_IFPUG,196,127,0.87,780,780,632,4.0,4.0,5.0,10.2,123456789.0,123456789.0,0,2,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,92.0
UFP_rating_A,2005,Count_Approach_IFPUG,212,212,1.0,2337,2337,2337,11.0,11.0,11.0,14.2,4.8,11.0,2337,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,6.0
UFP_rating_A,1997,Count_Approach_IFPUG,473,464,0.98,123456789,1304,1304,123456789.0,2.8,2.8,40.2,123456789.0,5.0,123456789,19,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,172.0
UFP_rating_A,1998,Count_Approach_IFPUG,449,364,0.81,123456789,2670,2670,123456789.0,5.9,7.3,8.9,123456789.0,10.0,123456789,4,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,97.0
UFP_rating_A,1997,Count_Approach_IFPUG,169,204,1.21,1476,1640,1476,8.7,9.7,7.2,5.9,7.0,4.0,1300,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,6.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,249,249,123456789.0,4551,4551,4551,18.3,18.3,18.3,60.2,2.1,9.0,4551,15,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,13.0,126.0
UFP_rating_A,1996,Count_Approach_NESMA,453,448,0.99,4568,4568,4248,10.1,10.1,9.5,15.5,18.9,8.0,0,7,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,62.0
UFP_rating_A,2006,Count_Approach_IFPUG,279,279,1.0,4628,4628,4628,16.6,16.6,16.6,10.8,2.2,14.0,4628,3,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,36.0
UFP_rating_B,2004,Count_Approach_IFPUG,344,344,123456789.0,5963,5963,5963,17.3,17.3,17.3,14.5,6.1,7.0,5963,5,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,78.0
UFP_rating_A,1994,Count_Approach_IFPUG,1401,1523,1.09,23491,61891,61891,16.8,44.2,40.6,43.5,4.5,28.0,0,61,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,4,11.0,643.0
UFP_rating_D,2002,Count_Approach_COSMIC,42,42,123456789.0,8286,8286,8286,197.3,197.3,197.3,0.0,0.9,12.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,245,245,123456789.0,1149,1149,1149,4.7,4.7,4.7,16.3,7.0,7.0,1149,4,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,59.0
UFP_rating_A,1995,Count_Approach_IFPUG,693,693,1.0,12510,12510,12510,18.1,18.1,18.1,411.3,3.9,20.0,200,285,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,123456789.0
UFP_rating_D,2009,Count_Approach_COSMIC,57,57,123456789.0,600,600,600,10.5,10.5,10.5,0.0,9.5,2.0,600,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_B,2000,Count_Approach_IFPUG,88,88,123456789.0,2639,2639,1214,30.0,30.0,13.8,181.8,123456789.0,123456789.0,0,16,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,109,109,1.0,1090,1090,1090,10.0,10.0,10.0,27.5,4.5,6.0,1090,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,20.0
UFP_rating_A,2007,Count_Approach_IFPUG,329,329,1.0,5760,5760,5760,17.5,17.5,17.5,24.3,4.1,9.0,5760,8,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,78.0
UFP_rating_A,2008,Count_Approach_IFPUG,169,169,1.0,778,778,778,4.6,4.6,4.6,5.9,11.3,5.0,778,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,58.0
UFP_rating_A,1999,Count_Approach_IFPUG,1317,1475,1.12,13353,13353,13353,10.1,10.1,9.1,0.0,123456789.0,12.0,13353,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_OTHER,202,175,0.87,123456789,660,660,123456789.0,3.3,3.8,5.0,10.1,4.0,123456789,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,2,5.0,17.4
UFP_rating_A,1993,Count_Approach_IFPUG,475,442,0.93,759,759,683,1.6,1.6,1.5,2.1,47.5,5.0,0,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,225.0
UFP_rating_A,2000,Count_Approach_IFPUG,178,178,1.0,2865,2865,2664,16.1,16.1,15.0,5.6,5.1,7.0,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,123456789.0
UFP_rating_B,2000,Count_Approach_IFPUG,1075,1075,123456789.0,34023,34023,34023,31.6,31.6,31.6,0.9,123456789.0,23.0,0,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,16148,16148,1.0,59262,59262,59262,3.7,3.7,3.7,1.4,18.6,17.0,19894,22,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,51.0,123456789.0
UFP_rating_B,1998,Count_Approach_IFPUG,268,268,123456789.0,123456789,2933,2933,123456789.0,10.9,10.9,3.7,123456789.0,9.0,123456789,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,123456789.0,76.0
UFP_rating_A,1994,Count_Approach_OTHER,18,16,0.89,360,465,465,20.0,25.8,29.1,388.9,1.1,8.0,360,7,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,2.0,3.48
UFP_rating_A,1999,Count_Approach_IFPUG,29,32,1.1,237,263,237,8.2,9.1,7.4,0.0,6.9,1.0,186,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.2,123456789.0
UFP_rating_D,2003,Count_Approach_COSMIC,114,114,123456789.0,6710,6710,6710,58.9,58.9,58.9,0.0,1.2,12.0,6710,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,8.0,123456789.0
UFP_rating_A,1995,Count_Approach_IFPUG,72,72,1.0,486,486,486,6.8,6.8,6.8,0.0,123456789.0,7.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,23.0
UFP_rating_A,1998,Count_Approach_IFPUG,273,281,1.03,4243,5174,4243,15.5,19.0,15.1,0.0,123456789.0,123456789.0,0,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,97.0
UFP_rating_B,2004,Count_Approach_IFPUG,88,88,123456789.0,440,440,440,5.0,5.0,5.0,22.7,123456789.0,2.8,440,2,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,177,175,0.99,1946,1946,1946,11.0,11.0,11.1,0.0,4.2,6.0,179,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,1689,1689,123456789.0,16528,16896,16896,9.8,10.0,10.0,0.0,4.8,10.7,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,33.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,111,111,1.0,4907,4907,4907,44.2,44.2,44.2,0.0,123456789.0,9.6,4907,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,24.0
UFP_rating_A,2005,Count_Approach_IFPUG,500,500,1.0,21700,21700,21700,43.4,43.4,43.4,40.0,0.8,24.0,21700,20,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,25.0,202.0
UFP_rating_A,1994,Count_Approach_IFPUG,31,31,1.0,370,370,237,11.9,11.9,7.6,0.0,5.2,6.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,1.0,10.0
UFP_rating_A,2008,Count_Approach_IFPUG,212,212,1.0,2966,2966,2966,14.0,14.0,14.0,28.3,1.9,11.0,2966,6,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,110.0
UFP_rating_A,2006,Count_Approach_IFPUG,331,331,1.0,3806,3806,3806,11.5,11.5,11.5,0.0,5.3,7.0,3806,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,155.0
UFP_rating_A,2001,Count_Approach_IFPUG,339,397,1.17,8650,8650,8650,25.5,25.5,21.8,0.0,1.3,6.0,1581,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,43.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,165,165,1.0,942,942,876,5.7,5.7,5.3,163.6,13.8,4.0,0,27,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,127,127,123456789.0,953,953,953,7.5,7.5,7.5,23.6,123456789.0,5.8,953,3,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,286,300,1.05,1364,2039,2039,4.8,7.1,6.8,0.0,123456789.0,123456789.0,1364,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,9.0,105.0
UFP_rating_A,1998,Count_Approach_IFPUG,254,254,1.0,13415,13415,13415,52.8,52.8,52.8,78.7,1.8,18.0,13415,20,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,1517,1820,1.2,19750,19750,19750,13.0,13.0,10.9,0.0,123456789.0,15.0,19750,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
