Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Speed of Delivery,Project Elapsed Time,Effort Plan,Effort Specify,Effort Design,Effort Build,Effort Test,Effort Implement,Effort Unphased,Development Type,Client Server?,Development Platform,Language Type,CASE Tool Used,How Methodology Acquired,Average Team Size,Defect Density
418,439,1.04,3630,3630,8.7,8.7,10.42982107,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3630,0,0,0,2,0,0,5.261340206,2.4
49,45,0.92,284,316,5.8,6.4,3.5,7,608.9672897,961.5682819,621.5263158,3261.750943,112,372.0342857,172,0,0,0,1,1,1,1,20.4
33,33,1.021941545,366,366,11.1,11.1,10.42982107,2.1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,366,0,1,2,2,1,2,5.261340206,30.3
401,401,1,3558,3558,8.9,8.9,5.6,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3558,0,1,3,2,1,0,5.261340206,39.9
214,214,1.021941545,1167,1823,5.5,8.5,10.42982107,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1167,1,0,3,0,1,0,5.261340206,0
347,347,1.021941545,994,1028,2.9,3,10.42982107,1.7,0,163,0,739,61,31,2853.309172,0,1,3,2,1,0,5.261340206,0
146,146,1,2982,2982,20.4,20.4,2.9,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2982,0,0,0,1,1,0,5.261340206,47.9
4943,5684,1.15,23349,23349,4.7,4.7,16.7,37,608.9672897,2627,621.5263158,12612,4914,861,0,1,1,0,2,1,1,5.261340206,2.2
883,883,1,10004,10004,11.3,11.3,9.7,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,10004,0,1,2,2,1,1,7,4.5
44,44,1,934,934,21.2,21.2,1.8,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,934,0,1,2,1,1,0,5.261340206,68.2
579,579,1.021941545,21700,21700,37.5,37.5,1,24,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21700,0,1,2,1,0,1,5.261340206,34.5
508,508,1,2377,2377,4.7,4.7,6,14,776,70,621.5263158,1085,280,372.0342857,0,0,1,1,0,1,0,2.8,0
67,67,1.021941545,213,333,3.2,5,10.42982107,1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,213,1,1,3,2,1,0,5.261340206,0
316,351,1.11,5023,5581,15.9,17.7,3,13,608.9672897,961.5682819,621.5263158,3261.750943,1578,372.0342857,3445,1,0,0,1,1,1,3,3.2
15,15,1.021941545,66,66,4.4,4.4,10.42982107,0.7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,66,0,1,2,1,1,2,5.261340206,0
143,143,1.021941545,210,210,1.5,1.5,71.5,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,210,1,0,3,1,1,0,5.261340206,7
175,210,1.2,1782,1782,10.2,10.2,10.42982107,7,32,961.5682819,621.5263158,3261.750943,467,372.0342857,0,0,1,0,0,1,0,5.261340206,5.7
299,245,0.82,470,870,1.6,2.9,10.42982107,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,470,1,0,3,2,0,0,5.261340206,36.8
915,915,1,1392,1392,1.5,1.5,57.2,4,455,140,621.5263158,560,140,372.0342857,0,0,1,1,0,1,0,5.261340206,7.7
73,73,1.021941545,1866,1866,25.6,25.6,10.42982107,1.5,0,0,621.5263158,3261.750943,1171.996516,0,1194,0,0,0,0,1,0,5.261340206,0
472,472,1.021941545,2783,2783,5.9,5.9,6.6,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2783,1,1,2,0,1,0,5.261340206,2.1
3962,4913,1.24,106480,150040,26.9,37.9,2.1,78,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,106480,2,1,1,2,1,0,5.261340206,0
53,64,1.2,927,927,17.5,17.5,10.42982107,3,50,961.5682819,621.5263158,4,632,372.0342857,0,0,1,0,0,1,0,5.261340206,0
57,63,1.1,623,692,10.9,12.1,13.6,1,608.9672897,961.5682819,621.5263158,3261.750943,110,372.0342857,513,1,0,0,1,1,1,2.2,0
42,45,1.07,647,719,15.4,17.1,2.3,6,608.9672897,961.5682819,621.5263158,3261.750943,25,372.0342857,622,0,0,0,1,1,1,1,47.6
196,127,0.87,780,780,4,4,10.42982107,8.957260274,163,961.5682819,621.5263158,358,88,23,0,0,1,1,2,1,0,5.261340206,10.2
212,212,1,2337,2337,11,11,4.8,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2337,0,1,2,1,1,0,5.261340206,14.2
473,464,0.98,5316.463277,1304,15.99293785,2.8,10.42982107,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,0,0,2,0,1,5.261340206,40.2
449,364,0.81,5316.463277,2670,15.99293785,5.9,10.42982107,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,1,0,1,5.261340206,8.9
169,204,1.21,1476,1640,8.7,9.7,7,4,608.9672897,961.5682819,621.5263158,3261.750943,176,372.0342857,1300,1,1,3,2,1,1,3,5.9
249,249,1.021941545,4551,4551,18.3,18.3,2.1,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4551,0,1,2,1,1,0,5.261340206,60.2
453,448,0.99,4568,4568,10.1,10.1,18.9,8,903,499,621.5263158,1654,1192,372.0342857,0,0,1,1,1,0,0,1.8,15.5
279,279,1,4628,4628,16.6,16.6,2.2,14,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4628,1,1,2,2,1,0,5.261340206,10.8
344,344,1.021941545,5963,5963,17.3,17.3,6.1,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5963,0,1,2,1,1,0,5.261340206,14.5
1401,1523,1.09,23491,61891,16.8,44.2,4.5,28,1221,1691,621.5263158,16842,3315,422,0,0,1,0,1,0,0,5.261340206,43.5
42,42,1.021941545,8286,8286,197.3,197.3,0.9,12,69,572,1046,464,5951,184,0,0,0,1,1,1,1,3.3,0
245,245,1.021941545,1149,1149,4.7,4.7,7,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1149,0,0,3,1,1,0,5.261340206,16.3
693,693,1,12510,12510,18.1,18.1,3.9,20,520,1160,621.5263158,10420,210,372.0342857,200,1,1,1,2,1,0,5.261340206,411.3
57,57,1.021941545,600,600,10.5,10.5,9.5,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,600,0,1,0,1,1,0,5.261340206,0
88,88,1.021941545,2639,2639,30,30,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,1214,1171.996516,372.0342857,0,1,0,0,1,1,0,5.261340206,181.8
109,109,1,1090,1090,10,10,4.5,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1090,0,1,2,2,1,0,5.261340206,27.5
329,329,1,5760,5760,17.5,17.5,4.1,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5760,0,1,2,1,1,0,9,24.3
169,169,1,778,778,4.6,4.6,11.3,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,778,0,1,2,2,0,0,5.261340206,5.9
1317,1475,1.12,13353,13353,10.1,10.1,10.42982107,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13353,0,1,3,1,1,0,5.261340206,0
202,175,0.87,5316.463277,660,15.99293785,3.3,10.1,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,0,1,0,5.261340206,5
475,442,0.93,759,759,1.6,1.6,47.5,5,608.9672897,144,621.5263158,349,137,53,0,0,1,0,2,0,0,5.261340206,2.1
178,178,1,2865,2865,16.1,16.1,5.1,7,560,278,621.5263158,1274,552,372.0342857,0,0,1,1,0,1,0,3.7,5.6
1075,1075,1.021941545,34023,34023,31.6,31.6,10.42982107,23,1190,9793,621.5263158,17167,4489,1384,0,1,1,0,1,1,1,5.261340206,0.9
16148,16148,1,59262,59262,3.7,3.7,18.6,17,6398,6454,621.5263158,15540,10976,372.0342857,19894,1,1,1,0,1,0,5.261340206,1.4
268,268,1.021941545,5316.463277,2933,15.99293785,10.9,10.42982107,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,1,1,2,1,1,5.261340206,3.7
18,16,0.89,360,465,20,25.8,1.1,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,360,1,0,0,2,1,1,5.261340206,388.9
29,32,1.1,237,263,8.2,9.1,6.9,1,608.9672897,961.5682819,621.5263158,3261.750943,51,372.0342857,186,0,0,0,1,1,1,2.2,0
114,114,1.021941545,6710,6710,58.9,58.9,1.2,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6710,0,1,0,1,0,1,5.261340206,0
72,72,1,486,486,6.8,6.8,10.42982107,7,64,77,621.5263158,239,92,14,0,0,1,0,2,0,1,5.261340206,0
273,281,1.03,4243,5174,15.5,19,10.42982107,8.957260274,413,1418,621.5263158,2000,0,412,0,0,1,0,2,0,1,3,0
88,88,1.021941545,440,440,5,5,10.42982107,2.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,440,1,1,2,1,1,2,5.261340206,22.7
177,175,0.99,1946,1946,11,11,4.2,6,608.9672897,267,621.5263158,1372,1171.996516,128,179,1,1,3,1,1,0,5.261340206,0
1689,1689,1.021941545,16528,16896,9.8,10,4.8,10.7,1710,1536,0,7764,5280,238,2853.309172,1,1,3,1,1,0,5.261340206,0
111,111,1,4907,4907,44.2,44.2,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4907,0,1,2,1,0,1,5.261340206,0
500,500,1,21700,21700,43.4,43.4,0.8,24,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21700,0,1,2,1,0,1,5.261340206,40
31,31,1,370,370,11.9,11.9,5.2,6,608.9672897,961.5682819,621.5263158,203,34,372.0342857,0,0,1,0,2,0,1,5.261340206,0
212,212,1,2966,2966,14,14,1.9,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2966,0,1,2,1,0,0,5.261340206,28.3
331,331,1,3806,3806,11.5,11.5,5.3,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3806,0,1,2,1,1,0,5.261340206,0
339,397,1.17,8650,8650,25.5,25.5,1.3,6,127,476,621.5263158,5319,1171.996516,1147,1581,0,1,0,1,1,0,5.261340206,0
165,165,1,942,942,5.7,5.7,13.8,4,20,20,621.5263158,815,21,372.0342857,0,1,1,1,2,1,0,5.261340206,163.6
127,127,1.021941545,953,953,7.5,7.5,10.42982107,5.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,953,0,1,2,1,1,2,5.261340206,23.6
286,300,1.05,1364,2039,4.8,7.1,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1364,1,1,0,1,1,0,5.261340206,0
254,254,1,13415,13415,52.8,52.8,1.8,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13415,1,1,1,1,1,0,5.3,78.7
1517,1820,1.2,19750,19750,13,13,10.42982107,15,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,19750,1,1,3,2,1,0,5.261340206,0
335,335,1,4879,4879,14.6,14.6,4.7,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4879,0,1,2,1,0,0,5.261340206,6
123,123,1,1050,1050,8.5,8.5,3.4,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1050,0,0,0,1,0,0,5.261340206,48.8
664,664,0.67,7200,7200,10.8,10.8,13.6,7,80,960,240,160,800,4960,0,1,1,3,1,0,1,4.2,18.1
449,138,0.3,1225,2299,2.7,5.1,2.1,54,100,218,218,459,153,76,1,0,1,2,0,1,1,2.3,167
601,601,1,9163,9163,15.2,15.2,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9163,0,1,2,1,0,1,5.261340206,0
682,682,1,7820,7820,11.5,11.5,2.9,17,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7820,0,1,2,2,1,0,5.261340206,41.1
207,221,1.07,684,760,3.3,3.7,8.6,8,608.9672897,961.5682819,621.5263158,3261.750943,234,372.0342857,450,1,0,3,2,1,1,2,0
105,98,0.93,1000,1111,9.5,10.6,4.2,5,608.9672897,961.5682819,621.5263158,3261.750943,161,372.0342857,839,1,0,0,1,1,1,2,0
14,14,1.021941545,348,348,24.9,24.9,2,3.5,16,32,80,156,40,24,0,0,1,3,1,1,0,1.3,71.4
497,477,0.96,2741,2741,5.5,5.5,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2741,0,1,0,2,1,0,5.261340206,12.1
194,186,0.96,5316.463277,960,15.99293785,4.9,10.42982107,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,0,0,2,0,1,5.261340206,128.9
322,322,1,835,835,2.6,2.6,26.8,2,42,47,621.5263158,543,145,372.0342857,0,0,1,1,0,1,0,3,0
139,150,1.08,1238,1238,8.9,8.9,5.8,8,608.9672897,382,621.5263158,739,1171.996516,45,72,1,1,3,2,1,0,5.261340206,0
246,246,1,960,1032,3.9,4.2,20.5,4,84,48,621.5263158,674,155,372.0342857,-1,1,1,1,0,1,0,5.261340206,4.1
68,68,1.021941545,442,442,6.5,6.5,10.42982107,1.9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,442,1,1,2,1,1,2,5.261340206,14.7
118,118,1.021941545,700,700,5.9,5.9,29.5,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,700,0,1,0,1,1,0,5.261340206,0
521,521,1.021941545,2049,3202,3.9,6.1,10.42982107,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2049,0,0,3,1,1,0,5.261340206,17.3
49,49,1.021941545,500,781,10.2,15.9,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,500,0,0,0,2,1,0,5.261340206,0
61,61,1.021941545,89,89,1.5,1.5,20.3,1.5,1,22,0,20,44,2,0,0,1,3,1,0,0,1.2,0
1318,1437,1.09,5316.463277,4900,15.99293785,3.7,18.3,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,1,2,1,0,5.261340206,15.2
1072,1168,1.09,10576,10576,9.9,9.9,10.9,14,755,2976,621.5263158,5860,331,654,0,2,1,3,2,0,1,5.261340206,24.3
117,117,1,2779,2779,23.8,23.8,1.6,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2779,0,1,0,1,0,0,5.261340206,8.5
72,72,1.021941545,331,331,4.6,4.6,10.42982107,1.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,331,1,1,2,1,1,2,5.261340206,13.9
600,600,1.021941545,745,1164,1.2,1.9,10.42982107,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,745,0,0,0,1,1,0,5.261340206,3.3
87,87,1.021941545,387,605,4.4,7,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,387,0,1,0,2,1,0,5.261340206,11.5
587,587,1.021941545,4492,4492,7.7,7.7,5.6,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4492,0,1,2,2,0,0,5.261340206,71.6
320,320,1,12180,12180,38.1,38.1,4,20,500,540,621.5263158,10630,290,372.0342857,220,1,1,1,2,1,0,5.261340206,203.1
912,912,1.021941545,4110,4110,4.5,4.5,6.1,15,313,141,56,3208,145,372.0342857,0,2,1,3,1,1,1,3.6,42.8
116,116,1,2630,2630,22.7,22.7,0.8,15,300,520,621.5263158,1300,390,120,0,0,1,1,0,1,0,5.261340206,1120.7
114,114,1.021941545,666,1041,5.8,9.1,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,666,1,0,3,2,1,0,5.261340206,0
315,321,1.02,5316.463277,1076,15.99293785,3.4,14.3,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,1,2,1,0,5.261340206,6.3
247,247,1,5971,5971,24.2,24.2,1.4,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5971,0,1,2,1,0,0,5.261340206,8.1
448,448,1.021941545,9163,9163,20.5,20.5,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9163,0,1,2,1,0,1,5.261340206,0
126,126,1.021941545,1733,1733,13.8,13.8,3.7,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1733,0,1,2,1,1,0,5.261340206,7.9
8,8,1.021941545,72,72,9,9,4,1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,72,0,1,0,1,1,0,5.261340206,0
99,119,1.2,1065,1065,10.8,10.8,10.42982107,10,27,96,78,523,313,28,0,0,1,0,0,1,0,5.261340206,10.1
88,88,1,760,760,8.6,8.6,9.8,3,84,42,621.5263158,455,140,372.0342857,39,0,1,1,0,1,0,5.261340206,125
58,58,1,767,767,13.2,13.2,3.2,6,608.9672897,105,621.5263158,476,56,372.0342857,0,0,1,1,1,1,0,1.7,465.5
367,473,1.29,6371,7079,17.4,19.3,2.8,10,608.9672897,961.5682819,621.5263158,3261.750943,1750,372.0342857,4621,1,0,0,1,1,1,5,8.2
39,42,1.08,588,653,15.1,16.7,1.4,7,608.9672897,961.5682819,621.5263158,3261.750943,56,372.0342857,532,1,0,0,1,1,1,2,25.6
601,619,1.03,4818,4818,8,8,10.42982107,11,608.9672897,563,621.5263158,2633,765,375,0,1,0,0,0,1,0,5.261340206,11.6
1634,1634,1,5316.463277,7060,15.99293785,4.3,17,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,3,2,1,0,5.261340206,2.4
250,275,1.1,702,702,2.8,2.8,10.42982107,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,702,0,1,0,2,0,0,5.261340206,0
106,136,1.28,17050,17050,160.8,160.8,10.42982107,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,17050,1,1,3,1,1,0,5.261340206,0
121,121,1.021941545,750,750,6.2,6.2,10.42982107,1.9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,750,1,1,2,1,1,2,5.261340206,16.5
1230,1230,1.021941545,9803,10152,8,8.3,10.42982107,8.957260274,762,786,0,6360,1752,143,2853.309172,1,1,3,1,1,0,5.261340206,0
74,74,1,633,633,8.6,8.6,2.1,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,633,0,0,0,1,0,0,6,40.5
551,551,1.021941545,3479,5436,6.3,9.9,10.42982107,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3479,0,1,0,0,1,0,5.261340206,7.3
299,359,1.2,2746,2746,9.2,9.2,10.42982107,32,226,395,632,780,693,20,0,0,1,0,0,1,0,5.261340206,0
78,78,1.021941545,3048,3048,39.1,39.1,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,1402,1171.996516,372.0342857,0,0,0,3,2,1,0,5.261340206,359
11,11,1.021941545,61,61,5.5,5.5,10.42982107,0.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,61,0,1,2,1,1,2,5.261340206,0
622,722,1.16,4164,4164,6.7,6.7,10.42982107,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4164,1,1,3,2,0,0,5.261340206,3.2
556,556,1.021941545,1624,1624,2.9,2.9,27.8,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1624,0,1,0,1,0,1,5.261340206,0
1749,1749,1.021941545,3960,3837,2.3,2.2,83.3,1,192,414,0,3231,0,123,2853.309172,1,1,3,2,1,0,5.261340206,0
340,367,1.08,828,1708,2.4,5,22.7,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,828,1,0,3,2,1,1,5,2.9
167,204,1.22,2471,2471,14.8,14.8,6.7,5,490,294,621.5263158,997,576,114,0,0,1,1,1,0,1,3,29.9
375,416,1.11,5316.463277,2794,15.99293785,7.5,8.3,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,1,0,1,1,0,5.261340206,0
337,337,1.021941545,11680,11680,34.7,34.7,3.4,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,11680,0,1,2,1,1,0,5.261340206,14.8
1960,1882,0.96,5364,6068,2.7,3.1,17.8,10,608.9672897,1019,621.5263158,2468,966,375,0,1,1,1,2,1,1,5.261340206,11.7
280,280,1.021941545,2104,2164,7.5,7.7,2.5,7.4,887,53,264,653,247,0,2853.309172,1,1,3,1,1,0,5.261340206,0
42,39,0.94,242,242,5.8,5.8,5.3,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,242,0,1,1,0,1,1,4,0
119,119,1,1877,1877,15.8,15.8,1.8,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1877,0,1,2,1,1,0,5,16.8
322,322,1,7850,7850,24.4,24.4,4,20,330,540,621.5263158,6580,260,372.0342857,140,1,1,1,2,1,0,5.261340206,366.5
70,70,1,1209,1209,17.3,17.3,10.42982107,12,93,143,621.5263158,712,176,372.0342857,0,0,1,0,0,0,0,5.261340206,0
37,37,1.021941545,2182,2182,59,59,1.4,9,608.9672897,961.5682819,240,960,480,372.0342857,0,0,0,3,1,1,0,3,54.1
773,773,1.021941545,46620,66768,60.3,86.4,2.9,7.3,660,660,4800,21444,12318,3180,3558,1,1,2,1,1,0,29,3.9
36,36,1.021941545,117,183,3.3,5.1,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,117,0,0,3,1,1,0,5.261340206,0
392,392,1.021941545,15729,15729,40.1,40.1,1.2,28,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,15729,0,1,2,1,1,0,3.7,28.1
293,293,1.021941545,4879,4879,16.7,16.7,4.1,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4879,0,1,2,1,0,0,5.261340206,6.8
126,126,1.021941545,2379,3717,18.9,29.5,10.42982107,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2379,2,0,0,2,1,0,5.261340206,23.8
35,35,1.021941545,81,82,2.3,2.3,3.5,5,9,5,621.5263158,37,17,13,0,1,0,3,2,1,0,1.6,28.6
2190,2519,1.15,13970,15022,6.4,6.9,15.6,10,900,1200,621.5263158,10005,1865,0,0,0,1,0,1,0,1,5.3,0.5
753,843,1.12,5814,5814,7.7,7.7,10.42982107,8.957260274,608.9672897,1383,621.5263158,2870,1123,437,1,1,1,1,1,0,1,5.261340206,0
226,226,1.021941545,4907,4907,21.7,21.7,10.42982107,9.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4907,0,1,2,1,0,1,5.261340206,0
110,110,1,596,596,5.4,5.4,9.2,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,596,0,0,3,2,1,0,2,9.1
264,264,1,4516,4516,17.1,17.1,4.1,16,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4516,0,1,2,1,1,0,4,11.4
49,40,0.81,5316.463277,285,15.99293785,5.8,12.3,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,1,1,1,5.261340206,0
30,30,1.021941545,9469,9469,315.6,315.6,0.3,24,727,696,1067,1024,5801,154,0,0,0,1,1,1,1,3.7,0
80,74,0.92,869,966,10.9,12.1,20,1,608.9672897,961.5682819,621.5263158,3261.750943,81,372.0342857,788,0,0,0,1,1,1,1,0
83,83,1.021941545,936,936,11.3,11.3,0.3,24,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,936,1,1,0,1,0,0,3.3,0
121,122,1.01,2703,3003,22.3,24.8,2.5,7,608.9672897,961.5682819,621.5263158,3261.750943,858,372.0342857,1845,1,0,0,1,1,1,4,16.5
1095,1248,1.14,11930,15165,10.9,13.8,9.1,12,3120,1420,621.5263158,3270,1914,2206,0,1,0,1,2,1,0,6.6,86.8
215,215,1.021941545,9344,9344,43.5,43.5,10.42982107,54,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9344,1,1,1,1,1,0,5.261340206,23.3
795,795,1.021941545,2187,2187,2.8,2.8,14.7,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2187,1,0,3,2,0,0,5.261340206,0
672,605,0.9,4569,4569,6.8,6.8,3.4,18,113,488,621.5263158,2685,1005,278,0,1,0,0,0,1,0,5.261340206,10.4
486,413,0.85,7643,7643,15.7,15.7,3.2,14,104,296,1494,1861,1340,946,1602,1,1,0,2,1,0,5.261340206,0
125,100,0.8,330,330,2.6,2.6,5.7,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,330,2,0,0,1,1,1,2,8
201,131,0.65,3926,3926,19.5,19.5,1.8,8,110,887,621.5263158,1613,1171.996516,753,563,0,1,0,1,1,0,5.261340206,0
205,226,1.1,2508,2508,12.2,12.2,10.42982107,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2508,0,0,0,2,0,0,5.261340206,0
115,115,1,223,223,1.9,1.9,25.6,1.5,608.9672897,26,621.5263158,127,44,4,0,0,1,0,2,0,1,5.261340206,26.1
91,91,1.021941545,419,419,4.6,4.6,10.42982107,2.7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,419,0,1,2,1,1,2,5.261340206,44
26,17,0.65,4618,5632,177.6,216.6,0.1,8,666,68,621.5263158,940,1171.996516,753,2191,0,1,0,1,1,0,5.261340206,0
32,31,0.97,300,333,9.4,10.4,8,2,608.9672897,961.5682819,621.5263158,3261.750943,96,372.0342857,204,0,0,0,1,1,1,1,0
138,138,1,2038,2264,14.8,16.4,9.2,3,608.9672897,961.5682819,621.5263158,3261.750943,843,372.0342857,1195,1,0,0,1,1,1,2,7.2
198,198,1,2119,2119,10.7,10.7,4,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2119,0,0,0,1,1,0,5,30.3
9,9,1.021941545,51,51,5.7,5.7,10.42982107,0.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,51,0,1,2,1,1,2,5.261340206,0
640,640,1.021941545,21566,21566,33.7,33.7,3,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21566,0,1,0,1,1,0,5.261340206,1.6
151,181,1.2,937,937,6.2,6.2,10.42982107,13,184,7,73,413,256,4,0,0,1,0,0,1,0,5.261340206,6.6
80,80,1.021941545,707,707,8.8,8.8,10,1.6,608.9672897,51,154,320,182,372.0342857,0,1,1,2,2,1,1,5.261340206,0
374,374,1.021941545,13288,13288,35.5,35.5,1.8,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13288,0,1,2,1,1,0,5.261340206,8
751,751,1.021941545,131,147,0.2,0.2,50.1,5,9,38,621.5263158,64,7,13,0,1,1,3,2,1,0,2.2,1.3
